taxa,PC1,PC2,PC3,PC4,PC5
PDAC305_Med_S,43.0859452956524,221.363989151188,-142.132361208885,2.18338550224423,164.94652973908
PDAC306_Kha_S,-2.79942811114164,-46.5605940141897,-31.2069797437735,51.0165704555791,-12.8701587239833
PDAC307_Bar_S,8.0194187511181,25.3128032642716,-58.7183066058194,9.74641561826104,13.7535838557121
PDAC308_Anb_S,33.4419893226264,6.7373292440516,21.3367531659633,68.3567978373689,22.2511288719849
PDAC309_Neb_S,117.435995793376,-36.4709244369994,24.2764482992122,-46.5443124521025,-3.61538653131284
PDAC310_Neb_S,111.343249978879,-28.6049604911027,17.1366230325276,-66.1515353404652,17.79358377005
PDAC311_Sag_S,24.3475350513833,41.8469875767771,-30.3334393500678,109.256240835288,-75.0742868170925
PDAC312_Lul_S,-7.38486305406551,-23.8067418524693,-40.9287330168332,-13.4940957531799,24.4401958521024
PDAC313_jei_S,-68.8681056112287,-23.8993602191688,21.7314195888619,-55.0646316182379,33.7619092030526
PDAC314_Mad_S,56.0291125998264,-9.02080230384933,34.2030798190558,30.7051120748216,23.8482843449396
PDAC315_Man_S,77.0688203669861,-54.3959753345978,21.1279384525418,22.9802177662008,24.8822442339692
PDAC316_Neb_S,121.309868186546,-46.235414413493,26.0828012341644,-43.3079337432302,10.2919127677397
PDAC318_Kha_S,-17.7701025398243,-21.1545742546439,10.4467658864399,11.8868313249328,12.2041915818478
PDAC319_Sho_S,-27.129039908902,-65.758306334796,-48.5148899714636,6.62987086303411,-26.6613873368411
PDAC320_Jei_S,-97.4460835096536,-26.8236057767824,-84.3026070853155,-71.3603079252209,-18.6596351105153
PDAC321_Zab_S,-61.9861018621109,-30.832718115874,10.4365335528096,-41.9420542385611,27.5782502907159
PDAC322_Khi_S,-67.7907206694281,-46.1984958031105,-86.6659263460229,-34.4518920988492,-33.8453748248909
PDAC323_Nen_S,84.6363152929975,-18.5134994532771,19.2273002969129,14.393444046141,9.08624455198948
PDAC324_Usa_S,42.1580269807825,208.530661473426,-138.550661145617,-3.90128980385866,184.922987709229
PDAC325_Khe_S,-97.1033530167676,-70.1215405209892,-114.381784091974,-70.197062765716,-33.0050940351636
PDAC326_Dah_S,77.1000761025033,-43.0294741365684,16.4005735089651,-29.6807872910928,27.5044049278154
PDAC327_Bay_S,41.122283521854,-3.60266429736507,5.62368655420941,45.0307138360864,2.90331768253394
PDAC328_Mis_S,60.4908087773564,-45.8532712526242,42.4744311475997,7.26960430310659,20.3004343464119
PDAC329_Kha_S,-55.1079421458579,94.3202685387073,110.693541155751,7.25982158169593,-24.7210883057112
PDAC330_Kha_S,3.69076927213812,-79.6400766524123,-29.9990422049104,119.895668735183,-5.31459325016333
PDAC331_Ske_S,89.2072126503331,-36.9544172863623,30.2755708894375,-72.2915427490004,-5.56562040898505
PDAC332_Aza_S,-90.4677978312827,-18.3133332167216,31.669322692144,-46.5580909350704,33.0758524939114
PDAC333_Fan_S,87.7870517638732,-29.3011299568492,26.2625270803098,-58.4184412916489,7.12592058214353
PDAC334_Rab_S,77.8561958887875,-50.0772645998603,33.8635589993238,-54.8602152616213,-2.84678974285546
PDAC335_Ash_S,79.1735051065392,-24.9226669472091,11.2315905957721,-53.7472866565216,-6.60965270064637
PDAC336_Umd_S,9.96254415345764,-53.0415155988136,-22.2875525953058,90.0420944734737,-36.3352261766234
PDAC337_Dib_S,-30.4142362965521,1.83459044990596,54.9070790050155,26.919511462366,-3.35649402905481
PDAC338_Ajw_S,-12.6282369860756,-11.1723000203417,9.51956380475756,24.2646142551209,37.8309973662519
PDAC339_Hbe_S,-75.2175020189426,25.7664072777032,93.9058010817217,8.08832997187489,-1.80035976049155
PDAC340_Bat_S,-50.496468669001,130.069684716503,80.334777858283,8.68071892759355,-48.1253508346911
PDAC341_Ray_S,-67.3780030678455,41.4550214806234,96.4185668402928,-24.2475347623496,34.1547787566864
PDAC342_Gha_S,-57.2523487308642,-29.6639691201919,-49.4639966610239,-32.0524837130823,9.38576217887785
PDAC343_Bar_S,2.89339858292382,-52.349329728984,12.1748322987545,29.0660027227971,27.5314330482494
PDAC344_Sha_S,-71.2684126868145,29.7394082759764,115.38022837848,-0.454491885162866,33.2944350808278
PDAC345_Abo_S,-98.6335762182681,-27.1397499579451,-19.5779624164041,-46.3342315510033,2.81309281123165
PDAC346_Nbt_S,-14.4718080358254,-21.2838987296329,-38.7705024624176,41.7756108552746,-26.3718821413229
PDAC347_Nag_S,-81.9153010279522,71.5370693737712,129.773507527536,-11.6655885666391,-4.48979637375908
PDAC348_Jei_S,-103.005079663024,-43.6870045973962,-83.5490003381777,-75.9164123253822,4.13632073894984
PDAC351_Sal_S,48.1606110699599,203.770206744201,-82.2870044203456,26.1257507067051,-120.270356940678
PDAC352_Lou_S,45.6865507124978,-16.0746701915959,-17.4370400899876,83.9929521596658,29.0297055990865
PDAC353_Nim_S,-74.4179827518053,29.9185712317032,94.7700970421108,-7.8149083442989,13.7382834430969
PDAC354_Hou_S,17.1311130667798,3.4522078563844,-21.6808709261966,51.0383084717552,15.5656810831306
PDAC376_Kha_R,-29.5560290126686,13.3155140631861,-17.1687403567391,-18.1155199330212,-33.7299562518341
PDAC377_Sha_R,-68.4359312913794,-14.5946581502935,-1.98849030037327,-77.190793525635,25.3945380904389
PDAC378_Saa_R,-5.85651084935513,-49.7639397371155,-15.91518104205,20.3638469998597,40.4965097317917
PDAC379_Far_R,-45.3467087040499,-48.1716275581497,83.2404230369554,67.1061856487761,48.1076950363326
PDAC380_Jei_R,-42.9488864914176,-17.2658336404707,39.5276079738246,6.39804208977726,12.2561313791601
PDAC381_Uma_R,-4.23339989671653,-23.4656064760694,-13.7946665347548,45.797284552682,35.9544832627651
PDAC382_Jei_R,-72.4377469813695,-38.4955574288322,-26.7570036560149,-27.0168543144528,2.16477721679778
PDAC383_Ibr_R,-20.0208368736981,5.44642704229275,25.1388246626612,20.3789451802069,39.4208608766082
PDAC386_Bre_R,5.83312036888906,-4.43065994270514,-34.5099403639275,-4.22375632453519,20.2836755169572
PDAC387_Sul_R,4.2912015569311,-0.588564082481397,-37.6841223550502,68.02958218923,-89.7019304979975
PDAC388_Kha_R,-53.1499677663061,17.4356829485884,85.5635796537019,-1.01328426310394,11.4235202722225
PDAC389_Zah_R,45.4407736520676,-10.9705225471018,-14.9719436169897,87.9324960170758,19.6530755651907
PDAC390_Mal_R,36.7732393591198,112.546792348947,-73.2868112330749,-14.7837687588606,108.037114901213
PDAC391_Hal_R,-51.7340083222082,36.4948702540464,29.373015497993,-6.0348274105541,-20.3011747943722
PDAC394_Kha_R,2.46485986261526,-92.412309638454,-26.1517667562576,118.005956518003,-5.67757398849753
PDAC395_Kha_R,-67.9240559496011,3.88620159643719,34.2962589128744,-8.96234233097849,10.3129369878793
PDAC396_Jah_R,30.569490413655,103.448672379423,-42.9043336684147,13.4625373790394,89.2970259868927
PDAC397_Hay_R,55.8113918982738,37.3617164923911,-15.3918086555649,27.8766924540685,62.5933807212644
PDAC398_Anw_R,-39.18311020218,12.1002793414054,42.7533937572632,-16.8135240338134,28.7627198221376
PDAC399_Jei_R,-72.3572989008993,-41.8829202693623,-26.8189304461269,-13.0113231541351,22.8104710690378
PDAC402_Ash_R,-26.2560118578652,53.6290032339766,28.1978632409407,27.7725426384163,-15.9461404737283
PDAC403_Kha_R,1.22832034460338,-36.1499740440181,7.65565621699403,57.4798765404838,3.92959710278937
PDAC404_Jei_R,-47.5870614447116,101.625855976399,15.8970627403054,-15.5357058386443,-86.5050432558981
PDAC405_Jei_R,-40.9410212966644,23.1038615765235,64.520075835633,10.9182911402088,15.8399028698515
PDAC406_Jei_R,-32.3712305083626,15.0526106575033,43.7021794326713,16.2905482102749,29.299182299956
PDAC407_Hil_R,-69.6455890702408,-21.963109816178,-1.64160449613223,-78.7502463165594,40.1502010810127
PDAC410_Zou_R,-28.6033668416937,71.4146917893849,48.9181672514738,-13.3827619300347,7.41330747307062
PDAC411_Dib_R,-75.0091027113512,-29.992645013403,-21.2332510361587,-6.69865666208225,6.36882005161381
PDAC412_Bar_R,10.3503053608809,32.0407110139497,-65.640340207429,1.71324689563796,12.8983938935384
PDAC413_Tho_R,44.0477816993945,169.094955260638,-113.474099672479,-2.25791866509611,124.60757714913
PDAC414_Mab_R,-101.028767908299,-81.4220726974507,-116.913492944902,-72.8148111270855,-16.6189822295989
PDAC415_Msa_R,-65.245708653043,-4.53226551834826,34.451220802734,4.59425366644604,23.0119155344494
PDAC416_Khi_R,-53.4785883028706,31.4849153471878,-95.7459258607856,-20.0339654911302,-101.932544386737
PDAC417_Chi_R,-2.77548907538045,-53.9149120897968,-25.9572275118866,12.5119498344277,1.33708240527259
PDAC418_Day_R,0.423296460925129,28.8763902192183,-19.0708543602727,10.3008608964491,32.9015369527902
PDAC419_Jei_R,-58.1615366811599,-16.6511919293151,6.93860018703789,-52.1516927823798,18.5105223039979
PDAC422_Kha_R,-58.7787409598017,79.815364685056,112.834663262311,4.87061664937803,3.53093875979237
PDAC423_Abo_R,-60.4938723819963,26.3722830340595,50.1430817057622,-4.13026380147967,13.0669587453583
PDAC424_Ain_R,-41.2903742396998,121.713957820877,51.7152698982016,3.16201643944067,-39.1340628415613
PDAC425_Khe_R,-99.3037112623328,-77.3549114217441,-116.136269866355,-70.5838932353425,-22.2931852399731
PDAC426_Maz_R,-53.2640301607472,65.9303505805062,129.563536304699,-11.2511130951988,0.604453522503663
PDAC427_Zag_R,11.0772175996479,134.43184278897,11.9281204155659,24.1276886080358,-64.5468538294978
PDAC431_Jei_R,-46.3492035693051,91.7191598584281,62.670982956186,3.13706066232944,-48.5489286827858
PDAC432_Abo_R,-93.3713470827528,-3.87331844733496,-24.1801103784858,-43.924040827112,-31.1932908785033
PDAC433_Jei_R,-11.6817896337127,199.379331219688,-29.9492264711636,27.5699416631296,-139.608233900441
PDAC434_Gha_R,-54.8081327304537,-12.6777858604108,-49.0759620818767,-27.1520859927113,-10.2978865454874
